,workerId,treatment,initialDecision,shareWillingness,finalDecision,newsIndex,time,mlCorrectness,finalCorrectness,label
9671,421,0.0,1,50.0,1,35.0,Thu Dec 23 2021 10:34:32 GMT-0600 (Central Standard Time),False,False,-1
9673,340,2.0,1,60.0,1,12.0,Wed Dec 22 2021 16:41:35 GMT-0500 (Eastern Standard Time),True,True,1
9674,366,0.0,1,80.0,1,29.0,Wed Dec 22 2021 13:46:28 GMT-0500 (Eastern Standard Time),True,False,-1
9680,348,0.0,1,100.0,1,3.0,Tue Dec 21 2021 17:17:28 GMT-0600 (Central Standard Time),True,True,1
9684,22,2.0,1,70.0,-1,26.0,Wed Dec 22 2021 11:16:07 GMT-0600 (Central Standard Time),True,True,-1
9685,49,1.0,1,50.0,1,0.0,Wed Dec 22 2021 12:42:23 GMT-0800 (Pacific Standard Time),True,True,1
9711,99,2.0,1,10.0,1,23.0,Wed Dec 22 2021 15:43:34 GMT-0600 (Central Standard Time),False,False,-1
9714,218,1.0,1,60.0,1,16.0,Thu Dec 23 2021 10:32:37 GMT-0500 (Eastern Standard Time),False,True,1
9717,68,2.0,1,80.0,1,7.0,Wed Dec 22 2021 12:48:43 GMT-0600 (Central Standard Time),True,True,1
9720,420,2.0,1,90.0,1,14.0,Thu Dec 23 2021 10:31:16 GMT-0600 (Central Standard Time),True,True,1
9721,205,1.0,1,90.0,1,23.0,Mon Dec 27 2021 10:18:41 GMT-0500 (Eastern Standard Time),False,False,-1
9727,158,1.0,-1,10.0,-1,30.0,Tue Dec 21 2021 11:18:11 GMT-0500 (Colombia Standard Time),True,True,-1
9730,26,0.0,1,80.0,1,0.0,Tue Dec 21 2021 12:58:47 GMT-0500 (Eastern Standard Time),True,True,1
9735,267,2.0,1,10.0,-1,9.0,Wed Dec 22 2021 10:30:16 GMT-0600 (Central Standard Time),False,False,1
9736,163,2.0,1,90.0,1,0.0,Tue Dec 21 2021 11:54:25 GMT-0600 (Central Standard Time),True,True,1
9737,15,0.0,1,50.0,1,2.0,Tue Dec 21 2021 13:32:52 GMT-0500 (Eastern Standard Time),True,True,1
9744,33,0.0,1,90.0,1,3.0,Wed Dec 22 2021 10:04:52 GMT-0600 (Central Standard Time),True,True,1
9745,196,0.0,1,70.0,1,11.0,Wed Dec 22 2021 13:49:33 GMT-0500 (Eastern Standard Time),True,True,1
9746,135,0.0,-1,0.0,-1,24.0,Wed Dec 22 2021 17:01:08 GMT-0600 (Central Standard Time),True,True,-1
9747,349,0.0,-1,20.0,-1,14.0,Tue Dec 21 2021 11:24:10 GMT-0800 (Pacific Standard Time),True,False,1
9751,191,2.0,-1,60.0,1,1.0,Wed Dec 22 2021 13:29:18 GMT-0800 (Pacific Standard Time),True,True,1
9757,357,0.0,1,0.0,1,16.0,Wed Dec 22 2021 10:45:00 GMT-0600 (Central Standard Time),False,True,1
9759,256,1.0,1,0.0,1,38.0,Wed Dec 22 2021 16:01:50 GMT-0500 (Eastern Standard Time),False,False,-1
9763,263,2.0,1,40.0,-1,2.0,Tue Dec 21 2021 11:47:14 GMT-0500 (Eastern Standard Time),True,False,1
9766,402,0.0,1,80.0,1,4.0,Wed Dec 22 2021 15:39:26 GMT-0800 (Pacific Standard Time),True,True,1
9768,264,0.0,1,0.0,1,23.0,Wed Dec 22 2021 10:16:25 GMT-0600 (Central Standard Time),False,False,-1
9769,205,1.0,1,90.0,1,25.0,Mon Dec 27 2021 10:17:00 GMT-0500 (Eastern Standard Time),False,False,-1
9772,345,2.0,-1,60.0,-1,18.0,Thu Dec 23 2021 16:29:54 GMT-0600 (Central Standard Time),False,False,1
9773,323,1.0,-1,50.0,-1,25.0,Wed Dec 22 2021 10:55:37 GMT-0500 (Eastern Standard Time),False,True,-1
9790,383,0.0,1,40.0,1,9.0,Thu Dec 23 2021 16:31:17 GMT-0500 (GMT-05:00),False,True,1
9798,351,0.0,1,70.0,1,19.0,Wed Dec 22 2021 16:12:14 GMT-0800 (Pacific Standard Time),False,True,1
9820,341,0.0,-1,80.0,-1,18.0,Wed Dec 22 2021 10:54:02 GMT-0800 (Pacific Standard Time),False,False,1
9824,131,1.0,1,100.0,1,28.0,Thu Dec 23 2021 10:13:56 GMT-0800 (Pacific Standard Time),True,False,-1
9825,7,2.0,-1,0.0,-1,19.0,Tue Dec 21 2021 15:54:00 GMT-0800 (Pacific Standard Time),False,False,1
9832,429,2.0,1,80.0,1,3.0,Wed Dec 22 2021 10:07:13 GMT-0800 (Pacific Standard Time),True,True,1
9836,376,0.0,1,30.0,1,22.0,Mon Dec 27 2021 11:31:18 GMT-0500 (Eastern Standard Time),True,False,-1
9840,251,1.0,-1,100.0,-1,2.0,Thu Dec 23 2021 13:18:59 GMT-0500 (Eastern Standard Time),True,False,1
9845,267,2.0,1,60.0,1,12.0,Wed Dec 22 2021 10:29:35 GMT-0600 (Central Standard Time),True,True,1
9849,121,0.0,1,60.0,1,14.0,Wed Dec 22 2021 10:39:49 GMT-0800 (Pacific Standard Time),True,True,1
9853,261,0.0,-1,80.0,-1,18.0,Tue Dec 21 2021 11:51:58 GMT-0600 (Central Standard Time),False,False,1
9859,119,2.0,1,10.0,1,0.0,Wed Dec 22 2021 10:15:36 GMT-0600 (Central Standard Time),True,True,1
9863,298,2.0,1,80.0,1,35.0,Thu Dec 23 2021 19:05:33 GMT-0500 (GMT-05:00),False,False,-1
9867,253,1.0,1,0.0,1,35.0,Thu Dec 23 2021 16:25:12 GMT-0500 (Eastern Standard Time),False,False,-1
9869,473,1.0,1,0.0,1,16.0,Wed Dec 22 2021 11:04:32 GMT-0500 (Eastern Standard Time),False,True,1
9870,218,1.0,1,60.0,1,39.0,Thu Dec 23 2021 10:30:51 GMT-0500 (Eastern Standard Time),True,False,-1
9880,62,2.0,-1,60.0,1,11.0,Tue Dec 21 2021 13:38:59 GMT-0800 (Pacific Standard Time),True,True,1
9882,462,1.0,1,80.0,1,20.0,Fri Dec 24 2021 10:11:53 GMT-0500 (Eastern Standard Time),True,False,-1
9891,367,2.0,1,30.0,1,37.0,Wed Dec 22 2021 13:59:36 GMT-0500 (Eastern Standard Time),False,False,-1
9892,139,0.0,1,100.0,1,37.0,Mon Dec 27 2021 12:09:14 GMT-0800 (Pacific Standard Time),False,False,-1
9893,210,1.0,1,50.0,1,37.0,Thu Dec 23 2021 15:01:38 GMT-0500 (Eastern Standard Time),False,False,-1
9896,156,0.0,-1,80.0,-1,27.0,Tue Dec 21 2021 12:47:06 GMT-0500 (Colombia Standard Time),True,True,-1
9897,224,1.0,-1,30.0,-1,15.0,Thu Dec 23 2021 16:23:11 GMT-0500 (Eastern Standard Time),True,False,1
9909,25,2.0,-1,60.0,-1,27.0,Tue Dec 21 2021 13:16:18 GMT-0800 (Pacific Standard Time),True,True,-1
9915,278,2.0,1,90.0,1,8.0,Wed Dec 22 2021 12:29:59 GMT-0500 (Eastern Standard Time),False,True,1
9922,403,1.0,1,70.0,1,34.0,Wed Dec 22 2021 15:43:25 GMT-0500 (Eastern Standard Time),True,False,-1
9923,323,1.0,-1,50.0,-1,2.0,Wed Dec 22 2021 10:56:14 GMT-0500 (Eastern Standard Time),True,False,1
9932,410,0.0,1,0.0,1,13.0,Tue Dec 21 2021 13:13:58 GMT-0600 (Central Standard Time),True,True,1
9934,278,2.0,1,90.0,1,25.0,Wed Dec 22 2021 12:29:31 GMT-0500 (Eastern Standard Time),False,False,-1
9936,193,1.0,-1,0.0,-1,32.0,Tue Dec 21 2021 16:37:16 GMT-0600 (Central Standard Time),True,True,-1
9943,136,1.0,1,70.0,1,14.0,Tue Dec 21 2021 12:04:11 GMT-0500 (Eastern Standard Time),True,True,1
9944,81,0.0,1,60.0,1,12.0,Wed Dec 22 2021 13:06:10 GMT-0500 (Colombia Standard Time),True,True,1
9948,321,1.0,-1,0.0,-1,33.0,Tue Dec 21 2021 16:47:31 GMT-0600 (Central Standard Time),True,True,-1
9950,392,2.0,-1,70.0,-1,2.0,Mon Dec 27 2021 10:36:34 GMT-0800 (Pacific Standard Time),True,False,1
9953,66,0.0,1,60.0,1,4.0,Mon Dec 27 2021 10:39:40 GMT-0800 (Pacific Standard Time),True,True,1
9954,411,2.0,1,100.0,1,6.0,Wed Dec 22 2021 15:45:38 GMT-0800 (Pacific Standard Time),True,True,1
9958,178,1.0,1,60.0,1,39.0,Thu Dec 23 2021 16:56:38 GMT-0500 (Eastern Standard Time),True,False,-1
9961,366,0.0,1,80.0,1,22.0,Wed Dec 22 2021 13:49:34 GMT-0500 (Eastern Standard Time),True,False,-1
9969,307,0.0,1,60.0,1,35.0,Wed Dec 22 2021 13:56:04 GMT-0500 (Eastern Standard Time),False,False,-1
9973,136,1.0,1,70.0,1,22.0,Tue Dec 21 2021 12:05:09 GMT-0500 (Eastern Standard Time),True,False,-1
9980,255,1.0,1,50.0,1,1.0,Wed Dec 22 2021 11:23:29 GMT-0800 (Pacific Standard Time),True,True,1
9989,226,1.0,1,80.0,1,17.0,Wed Dec 22 2021 11:48:15 GMT-0500 (Eastern Standard Time),True,True,1
9997,268,2.0,-1,90.0,-1,26.0,Tue Dec 21 2021 16:41:49 GMT-0500 (GMT-05:00),True,True,-1
9998,272,0.0,1,90.0,1,25.0,Wed Dec 22 2021 10:38:25 GMT-0600 (Central Standard Time),False,False,-1
10002,42,2.0,1,100.0,1,25.0,Tue Dec 21 2021 16:41:06 GMT-0500 (Eastern Standard Time),False,False,-1
10007,439,0.0,1,50.0,1,27.0,Thu Dec 23 2021 16:03:08 GMT-0600 (Central Standard Time),True,False,-1
10014,253,1.0,-1,0.0,-1,29.0,Thu Dec 23 2021 16:26:32 GMT-0500 (Eastern Standard Time),True,True,-1
10017,162,2.0,1,70.0,-1,31.0,Tue Dec 21 2021 13:06:19 GMT-0600 (Central Standard Time),True,True,-1
10019,281,2.0,1,60.0,-1,34.0,Wed Dec 22 2021 16:12:59 GMT-0500 (Eastern Standard Time),True,True,-1
10021,197,0.0,-1,90.0,-1,16.0,Wed Dec 22 2021 14:41:48 GMT-0500 (Eastern Standard Time),False,False,1
10022,342,2.0,1,80.0,1,23.0,Wed Dec 22 2021 11:16:11 GMT-0500 (Colombia Standard Time),False,False,-1
10027,368,1.0,1,100.0,1,0.0,Wed Dec 22 2021 14:03:55 GMT-0800 (Pacific Standard Time),True,True,1
10034,237,0.0,1,100.0,1,26.0,Mon Dec 27 2021 12:13:44 GMT-0600 (Central Standard Time),True,False,-1
10038,328,0.0,1,0.0,1,6.0,Thu Dec 23 2021 17:09:02 GMT-0500 (Eastern Standard Time),True,True,1
10044,21,0.0,1,80.0,1,38.0,Thu Dec 23 2021 10:17:46 GMT-0800 (Pacific Standard Time),False,False,-1
10053,39,0.0,-1,0.0,-1,18.0,Wed Dec 22 2021 12:58:39 GMT-0800 (Pacific Standard Time),False,False,1
10058,404,2.0,1,90.0,1,25.0,Tue Dec 21 2021 11:41:28 GMT-0500 (Eastern Standard Time),False,False,-1
10060,144,1.0,-1,0.0,-1,18.0,Wed Dec 22 2021 11:01:24 GMT-0500 (Eastern Standard Time),False,False,1
10069,84,2.0,-1,100.0,-1,33.0,Tue Dec 21 2021 11:51:36 GMT-0500 (Eastern Standard Time),True,True,-1
10077,246,1.0,1,100.0,1,26.0,Fri Dec 24 2021 10:57:08 GMT-0600 (Central Standard Time),True,False,-1
10082,268,2.0,1,80.0,1,34.0,Tue Dec 21 2021 16:43:05 GMT-0500 (GMT-05:00),True,False,-1
10084,192,1.0,1,90.0,1,23.0,Wed Dec 22 2021 11:10:08 GMT-0600 (Central Standard Time),False,False,-1
10090,440,2.0,-1,70.0,-1,31.0,Wed Dec 22 2021 13:58:37 GMT-0500 (Eastern Standard Time),True,True,-1
10092,306,1.0,1,60.0,1,0.0,Wed Dec 22 2021 10:50:39 GMT-0800 (Pacific Standard Time),True,True,1
10094,342,2.0,-1,80.0,-1,29.0,Wed Dec 22 2021 11:15:19 GMT-0500 (Colombia Standard Time),True,True,-1
10102,193,1.0,1,0.0,1,10.0,Tue Dec 21 2021 16:40:02 GMT-0600 (Central Standard Time),True,True,1
10105,433,2.0,1,80.0,1,22.0,Thu Dec 23 2021 14:41:04 GMT-0500 (GMT-05:00),True,False,-1
10112,183,0.0,1,0.0,1,39.0,Thu Dec 23 2021 15:41:31 GMT-0500 (Eastern Standard Time),True,False,-1
10116,11,2.0,1,30.0,1,39.0,Wed Dec 22 2021 15:03:03 GMT-0500 (Eastern Standard Time),True,False,-1
10121,332,2.0,1,100.0,1,15.0,Tue Dec 21 2021 15:09:46 GMT-0600 (Central Standard Time),True,True,1
10123,260,1.0,1,80.0,1,13.0,Thu Dec 23 2021 13:25:57 GMT-0600 (Central Standard Time),True,True,1
10136,469,2.0,1,80.0,1,38.0,Wed Dec 22 2021 12:41:57 GMT-0800 (Pacific Standard Time),False,False,-1
10144,408,0.0,1,50.0,1,4.0,Tue Dec 21 2021 14:37:26 GMT-0500 (Eastern Standard Time),True,True,1
10146,213,2.0,1,80.0,1,24.0,Tue Dec 21 2021 13:26:16 GMT-0500 (GMT-05:00),True,False,-1
10147,4,1.0,-1,0.0,-1,32.0,Thu Dec 23 2021 16:47:03 GMT-0500 (Eastern Standard Time),True,True,-1
10151,465,1.0,-1,80.0,-1,6.0,Wed Dec 22 2021 11:05:31 GMT-0500 (Colombia Standard Time),True,False,1
10153,14,0.0,1,80.0,1,38.0,Thu Dec 23 2021 15:01:05 GMT-0500 (GMT-05:00),False,False,-1
10159,470,1.0,1,100.0,1,3.0,Wed Dec 22 2021 13:34:31 GMT-0800 (Pacific Standard Time),True,True,1
10161,9,0.0,1,50.0,1,22.0,Tue Dec 21 2021 15:07:05 GMT-0600 (Central Standard Time),True,False,-1
10164,374,0.0,1,70.0,1,14.0,Tue Dec 21 2021 14:24:13 GMT-0500 (Eastern Standard Time),True,True,1
10167,346,0.0,1,50.0,1,13.0,Tue Dec 21 2021 13:43:44 GMT-0500 (Eastern Standard Time),True,True,1
10168,176,2.0,-1,40.0,1,14.0,Wed Dec 22 2021 17:09:38 GMT-0800 (Pacific Standard Time),True,True,1
10186,7,2.0,-1,10.0,-1,27.0,Tue Dec 21 2021 15:52:27 GMT-0800 (Pacific Standard Time),True,True,-1
10204,288,2.0,1,60.0,1,28.0,Wed Dec 22 2021 10:24:43 GMT-0500 (Eastern Standard Time),True,False,-1
10208,23,2.0,-1,70.0,1,4.0,Tue Dec 21 2021 14:12:55 GMT-0500 (Eastern Standard Time),True,True,1
10213,453,1.0,1,60.0,1,23.0,Wed Dec 22 2021 11:06:05 GMT-0500 (Eastern Standard Time),False,False,-1
10214,27,2.0,1,90.0,1,6.0,Thu Dec 23 2021 12:43:23 GMT-0800 (Pacific Standard Time),True,True,1
10215,420,2.0,1,100.0,1,2.0,Thu Dec 23 2021 10:31:36 GMT-0600 (Central Standard Time),True,True,1
10217,244,1.0,-1,60.0,-1,30.0,Tue Dec 21 2021 11:21:02 GMT-0800 (Pacific Standard Time),True,True,-1
10224,265,2.0,1,0.0,1,2.0,Thu Dec 23 2021 11:14:06 GMT-0500 (Eastern Standard Time),True,True,1
10225,139,0.0,1,70.0,1,7.0,Mon Dec 27 2021 12:07:53 GMT-0800 (Pacific Standard Time),True,True,1
10228,128,2.0,-1,70.0,-1,16.0,Wed Dec 22 2021 13:36:20 GMT-0600 (Central Standard Time),False,False,1
10234,48,1.0,-1,50.0,-1,22.0,Tue Dec 21 2021 12:16:07 GMT-0800 (Pacific Standard Time),True,True,-1
10235,136,1.0,1,80.0,1,31.0,Tue Dec 21 2021 12:04:22 GMT-0500 (Eastern Standard Time),True,False,-1
10236,433,2.0,1,90.0,1,17.0,Thu Dec 23 2021 14:41:21 GMT-0500 (GMT-05:00),True,True,1
10237,179,2.0,1,90.0,1,37.0,Thu Dec 23 2021 15:24:58 GMT-0500 (GMT-05:00),False,False,-1
10240,294,2.0,1,0.0,-1,8.0,Wed Dec 22 2021 14:13:30 GMT-0600 (Central Standard Time),False,False,1
10243,114,1.0,-1,80.0,-1,36.0,Thu Dec 23 2021 15:35:47 GMT-0800 (Pacific Standard Time),True,True,-1
10244,388,2.0,1,80.0,-1,24.0,Tue Dec 21 2021 12:28:15 GMT-0500 (Eastern Standard Time),True,True,-1
10245,77,2.0,-1,90.0,1,2.0,Tue Dec 21 2021 17:30:18 GMT-0600 (Central Standard Time),True,True,1
10250,313,2.0,1,70.0,-1,23.0,Wed Dec 22 2021 11:24:47 GMT-0500 (Eastern Standard Time),False,True,-1
10254,424,0.0,1,50.0,1,21.0,Mon Dec 27 2021 14:21:35 GMT-0600 (Central Standard Time),True,False,-1
10256,386,2.0,-1,0.0,-1,8.0,Tue Dec 21 2021 16:43:25 GMT-0600 (Central Standard Time),False,False,1
10260,157,2.0,1,80.0,1,7.0,Tue Dec 21 2021 14:32:21 GMT-0700 (Mountain Standard Time),True,True,1
10261,199,1.0,-1,40.0,-1,28.0,Wed Dec 22 2021 10:43:43 GMT-0500 (Eastern Standard Time),True,True,-1
10262,124,2.0,1,60.0,1,8.0,Thu Dec 23 2021 10:35:04 GMT-0800 (Pacific Standard Time),False,True,1
10266,336,2.0,-1,80.0,-1,12.0,Mon Dec 27 2021 11:36:22 GMT-0600 (Central Standard Time),True,False,1
10272,259,1.0,1,50.0,1,37.0,Wed Dec 22 2021 11:41:48 GMT-0800 (Pacific Standard Time),False,False,-1
10273,343,1.0,1,0.0,1,25.0,Wed Dec 22 2021 11:03:41 GMT-0600 (Central Standard Time),False,False,-1
10274,228,0.0,1,60.0,1,13.0,Thu Dec 23 2021 10:27:58 GMT-0800 (Pacific Standard Time),True,True,1
10277,376,0.0,1,80.0,1,8.0,Mon Dec 27 2021 11:28:33 GMT-0500 (Eastern Standard Time),False,True,1
10281,383,0.0,1,60.0,1,6.0,Thu Dec 23 2021 16:32:18 GMT-0500 (GMT-05:00),True,True,1
10285,423,1.0,-1,80.0,-1,18.0,Wed Dec 22 2021 12:49:20 GMT-0500 (Eastern Standard Time),False,False,1
10288,426,1.0,-1,10.0,-1,29.0,Thu Dec 23 2021 14:56:17 GMT-0500 (Eastern Standard Time),True,True,-1
10291,292,0.0,1,60.0,1,0.0,Wed Dec 22 2021 11:36:06 GMT-0500 (Eastern Standard Time),True,True,1
10292,231,1.0,-1,70.0,-1,30.0,Wed Dec 22 2021 13:57:09 GMT-0500 (Colombia Standard Time),True,True,-1
10293,292,0.0,-1,50.0,-1,10.0,Wed Dec 22 2021 11:35:53 GMT-0500 (Eastern Standard Time),True,False,1
10295,201,2.0,1,10.0,-1,27.0,Wed Dec 22 2021 12:12:13 GMT-0600 (Central Standard Time),True,True,-1
10308,61,0.0,1,50.0,1,39.0,Tue Dec 21 2021 11:38:18 GMT-0600 (Central Standard Time),True,False,-1
10311,241,2.0,1,40.0,1,27.0,Wed Dec 22 2021 10:53:01 GMT-0500 (Eastern Standard Time),True,False,-1
10313,94,0.0,1,50.0,1,14.0,Thu Dec 23 2021 14:22:09 GMT-0600 (Central Standard Time),True,True,1
10315,446,1.0,1,60.0,1,7.0,Thu Dec 23 2021 12:31:39 GMT-0600 (Central Standard Time),True,True,1
10316,79,1.0,-1,30.0,-1,0.0,Tue Dec 21 2021 16:06:25 GMT-0800 (Pacific Standard Time),True,False,1
10325,165,1.0,1,0.0,1,22.0,Wed Dec 22 2021 16:21:07 GMT-0600 (Central Standard Time),True,False,-1
10327,154,0.0,1,70.0,1,28.0,Wed Dec 22 2021 12:10:57 GMT-0500 (Eastern Standard Time),True,False,-1
10328,324,1.0,1,50.0,1,2.0,Thu Dec 23 2021 10:24:48 GMT-0600 (Central Standard Time),True,True,1
10330,307,0.0,1,60.0,1,7.0,Wed Dec 22 2021 13:55:14 GMT-0500 (Eastern Standard Time),True,True,1
10334,448,0.0,-1,80.0,-1,9.0,Tue Dec 21 2021 12:21:49 GMT-0400 (Bolivia Time),False,False,1
10338,66,0.0,1,60.0,1,21.0,Mon Dec 27 2021 10:34:45 GMT-0800 (Pacific Standard Time),True,False,-1
10347,394,0.0,1,80.0,1,5.0,Fri Dec 24 2021 13:21:00 GMT-0500 (Eastern Standard Time),True,True,1
10351,412,1.0,1,40.0,1,2.0,Tue Dec 21 2021 14:20:42 GMT-0600 (Central Standard Time),True,True,1
10354,270,0.0,1,80.0,1,7.0,Thu Dec 23 2021 13:49:44 GMT-0500 (Eastern Standard Time),True,True,1
10358,211,1.0,1,60.0,1,19.0,Thu Dec 23 2021 14:52:14 GMT-0800 (Pacific Standard Time),False,True,1
10367,389,1.0,1,80.0,1,9.0,Thu Dec 23 2021 16:25:27 GMT-0600 (Central Standard Time),False,True,1
10370,263,2.0,1,70.0,1,29.0,Tue Dec 21 2021 11:46:43 GMT-0500 (Eastern Standard Time),True,False,-1
10371,51,1.0,1,80.0,1,38.0,Tue Dec 21 2021 11:06:28 GMT-0500 (Eastern Standard Time),False,False,-1
10372,100,2.0,1,80.0,1,27.0,Wed Dec 22 2021 15:39:52 GMT-0500 (Eastern Standard Time),True,False,-1
10378,206,2.0,1,60.0,1,15.0,Wed Dec 22 2021 10:20:48 GMT-0500 (Eastern Standard Time),True,True,1
10385,271,2.0,1,60.0,1,14.0,Wed Dec 22 2021 11:17:56 GMT-0500 (Eastern Standard Time),True,True,1
10386,377,0.0,1,90.0,1,36.0,Tue Dec 21 2021 11:29:25 GMT-0600 (Central Standard Time),True,False,-1
10388,26,0.0,1,100.0,1,33.0,Tue Dec 21 2021 13:01:33 GMT-0500 (Eastern Standard Time),True,False,-1
10390,453,1.0,1,80.0,1,8.0,Wed Dec 22 2021 11:05:19 GMT-0500 (Eastern Standard Time),False,True,1
10393,82,1.0,-1,80.0,-1,7.0,Thu Dec 23 2021 15:20:33 GMT-0500 (Eastern Standard Time),True,False,1
10394,366,0.0,-1,50.0,-1,0.0,Wed Dec 22 2021 13:49:58 GMT-0500 (Eastern Standard Time),True,False,1
10402,88,0.0,-1,80.0,-1,39.0,Wed Dec 22 2021 11:03:32 GMT-0600 (Central Standard Time),True,True,-1
10404,261,0.0,-1,90.0,-1,1.0,Tue Dec 21 2021 11:51:48 GMT-0600 (Central Standard Time),True,False,1
10406,95,2.0,1,60.0,-1,14.0,Wed Dec 22 2021 14:45:47 GMT-0600 (Central Standard Time),True,False,1
10418,410,0.0,1,0.0,1,0.0,Tue Dec 21 2021 13:12:55 GMT-0600 (Central Standard Time),True,True,1
10420,327,2.0,-1,40.0,-1,11.0,Wed Dec 22 2021 12:41:24 GMT-0600 (Central Standard Time),True,False,1
10421,89,2.0,1,70.0,-1,27.0,Wed Dec 22 2021 15:20:51 GMT-0500 (Eastern Standard Time),True,True,-1
10422,76,0.0,-1,0.0,-1,0.0,Thu Dec 23 2021 15:06:03 GMT-0500 (Eastern Standard Time),True,False,1
10424,62,2.0,1,90.0,1,17.0,Tue Dec 21 2021 13:38:19 GMT-0800 (Pacific Standard Time),True,True,1
10425,83,1.0,1,90.0,1,31.0,Wed Dec 22 2021 15:28:11 GMT-0500 (Eastern Standard Time),True,False,-1
10429,285,0.0,-1,0.0,-1,11.0,Tue Dec 21 2021 15:19:34 GMT-0800 (Pacific Standard Time),True,False,1
10430,275,2.0,1,90.0,1,7.0,Thu Dec 23 2021 17:22:49 GMT-0800 (Pacific Standard Time),True,True,1
10431,450,0.0,1,80.0,1,17.0,Tue Dec 21 2021 16:15:07 GMT-0500 (Eastern Standard Time),True,True,1
10436,222,1.0,-1,90.0,-1,2.0,Wed Dec 22 2021 12:02:45 GMT-0500 (Eastern Standard Time),True,False,1
10437,69,0.0,-1,0.0,-1,32.0,Wed Dec 22 2021 14:18:45 GMT-0800 (Pacific Standard Time),True,True,-1
10443,119,2.0,1,10.0,1,3.0,Wed Dec 22 2021 10:17:41 GMT-0600 (Central Standard Time),True,True,1
10444,465,1.0,1,80.0,1,27.0,Wed Dec 22 2021 11:06:06 GMT-0500 (Colombia Standard Time),True,False,-1
10445,294,2.0,-1,0.0,1,38.0,Wed Dec 22 2021 14:14:56 GMT-0600 (Central Standard Time),False,False,-1
10449,113,0.0,-1,10.0,-1,8.0,Thu Dec 23 2021 12:40:53 GMT-0800 (Pacific Standard Time),False,False,1
10451,279,1.0,1,90.0,1,8.0,Thu Dec 23 2021 10:47:16 GMT-0800 (Pacific Standard Time),False,True,1
10457,331,0.0,1,100.0,1,39.0,Thu Dec 23 2021 12:48:02 GMT-0500 (Eastern Standard Time),True,False,-1
10458,183,0.0,1,50.0,1,17.0,Thu Dec 23 2021 15:41:02 GMT-0500 (Eastern Standard Time),True,True,1
10467,383,0.0,-1,80.0,-1,5.0,Thu Dec 23 2021 16:30:50 GMT-0500 (GMT-05:00),True,False,1
10476,406,1.0,1,40.0,1,35.0,Wed Dec 22 2021 11:11:19 GMT-0800 (Pacific Standard Time),False,False,-1
10478,84,2.0,1,100.0,1,0.0,Tue Dec 21 2021 11:52:26 GMT-0500 (Eastern Standard Time),True,True,1
10484,203,2.0,1,80.0,-1,9.0,Wed Dec 22 2021 14:00:13 GMT-0500 (Eastern Standard Time),False,False,1
10490,101,1.0,1,90.0,1,23.0,Wed Dec 22 2021 14:29:31 GMT-0500 (Eastern Standard Time),False,False,-1
10493,277,1.0,-1,80.0,-1,29.0,Tue Dec 21 2021 14:53:01 GMT-0500 (Eastern Standard Time),True,True,-1
10494,300,2.0,1,80.0,-1,8.0,Tue Dec 21 2021 14:34:01 GMT-0500 (Eastern Standard Time),False,False,1
10495,56,0.0,-1,80.0,-1,12.0,Tue Dec 21 2021 21:58:26 GMT-0600 (Central Standard Time),True,False,1
10496,36,2.0,1,10.0,1,7.0,Wed Dec 22 2021 11:05:04 GMT-0500 (Eastern Standard Time),True,True,1
10498,220,1.0,1,70.0,1,24.0,Mon Dec 27 2021 11:29:25 GMT-0500 (Eastern Standard Time),True,False,-1
10500,354,2.0,1,70.0,1,0.0,Wed Dec 22 2021 11:17:46 GMT-0500 (Colombia Standard Time),True,True,1
10505,139,0.0,1,70.0,1,26.0,Mon Dec 27 2021 12:07:27 GMT-0800 (Pacific Standard Time),True,False,-1
10506,334,1.0,1,10.0,1,26.0,Wed Dec 22 2021 15:29:56 GMT-0500 (Eastern Standard Time),True,False,-1
10509,428,0.0,-1,10.0,-1,12.0,Wed Dec 22 2021 16:33:09 GMT-0600 (Central Standard Time),True,False,1
10524,237,0.0,1,100.0,1,0.0,Mon Dec 27 2021 12:13:04 GMT-0600 (Central Standard Time),True,True,1
10527,240,2.0,1,60.0,1,29.0,Thu Dec 23 2021 16:39:06 GMT-0500 (Eastern Standard Time),True,False,-1
10532,272,0.0,-1,90.0,-1,4.0,Wed Dec 22 2021 10:36:53 GMT-0600 (Central Standard Time),True,False,1
10536,154,0.0,1,100.0,1,0.0,Wed Dec 22 2021 12:10:13 GMT-0500 (Eastern Standard Time),True,True,1
10537,288,2.0,1,70.0,1,15.0,Wed Dec 22 2021 10:25:57 GMT-0500 (Eastern Standard Time),True,True,1
10540,447,0.0,-1,20.0,-1,39.0,Wed Dec 22 2021 11:07:56 GMT-0800 (Pacific Standard Time),True,True,-1
10547,158,1.0,1,50.0,1,3.0,Tue Dec 21 2021 11:17:35 GMT-0500 (Colombia Standard Time),True,True,1
10548,234,1.0,1,30.0,1,2.0,Wed Dec 22 2021 14:05:45 GMT-0500 (Eastern Standard Time),True,True,1
10549,396,0.0,1,60.0,1,4.0,Thu Dec 23 2021 19:13:22 GMT-0500 (GMT-05:00),True,True,1
10557,287,1.0,1,60.0,1,6.0,Thu Dec 23 2021 11:29:29 GMT-0500 (Eastern Standard Time),True,True,1
10563,37,0.0,1,50.0,1,3.0,Thu Dec 23 2021 16:47:13 GMT-0500 (Eastern Standard Time),True,True,1
